CDC,CSR,PSR,SS,SHS,"TOWN
(ALL)","CONTRACTOR/GRANTEE
(CDC)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"CONTRACTOR CONTACT
(SS)","PHONE
(SS)","EMAIL
(SS)","REPORTING CONTACT
(SS)","PHONE
(SS)","EMAIL
(SS)","CONTRACTOR/GRANTEE
(SHS)",ADDRESS,TOWN,ZIP,CONTACT PERSON,PHONE,EMAIL,DELEGATE,ADDRESS,TOWN,ZIP,DELEGATE CONTACT PERSON,PHONE,EMAIL,"PROGRAM/SITE/SUBGRANTEE 
(Registry Licensed Name)
(ALL)",ADDRESS,TOWN,ZIP,LICENSE #,NAEYC ID,NAEYC EXPIRATION,REGISTRY ID,FACILITY CODE (ECIS & PSIS),"PROGRAM/
SITE CONTACT
(CDC)","PHONE
(CDC)","EMAIL
(CDC)","PROGRAM/
SITE CONTACT
(SR)","PHONE
(SR)","EMAIL
(SR)","
SITE CONTACT (IF different from Contractor contact)
(SS)","PHONE
(SS)","EMAIL
(SS)","PROGRAM/
SITE CONTACT
(SHS)","PHONE
(SHS)","EMAIL
(SHS)","CONTACT LIAISON
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"REPORTING CONTACT
(CDC)",EMAIL,"FISCAL CONTACT 
(CDC)",EMAIL,"FISCAL CONTACT 
(SR)",EMAIL,"CHIEF ELECTED OFFICIAL, TITLE
(SR)",PHONE,EMAIL,"SUPERINTENDENT
(SR)",PHONE,EMAIL,"COUNCIL CHAIR/CO-CHAIRS-1
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"COUNCIL CHAIR/CO-CHAIRS-2
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL
X,,X,,,MERIDEN,"Vicky Zakrzewski, City of Meriden",165 Miller Street,Meriden,06450,203-630-4229,vzakrzewski@meridenct.gov,,,,,,,,,,,,,,,,,,,,,YMCA Meriden Child Care Center,66 Crown Street,Meriden,06450,16416,210242,12/1/2022,1399,0801141,Mary-Jo DiPasquale,203-235-8906,ymcakidscampus@aol.com,Mary-Jo DiPasquale,203-235-8906,ymcakidscampus@aol.com,,,,,,,Jennifer Baglin,165 Miller Street,Meriden,06450,203-630-4222,jbaglin@meridenct.gov,Jennifer Baglin,jbaglin@meridenct.gov,Vicky Zakrzewski,vzakrzewski@meridenct.gov,Vicki Zakrzewski,vzakrzewski@meridenct.gov,"Kevin Scarpati, Mayor",203-630-4125,kscarpati@meridenct.gov,"Mark Benigni, Superintendent",203-630-4171,mark.benigni@meridenk12.org,Kevin Scarpati,142 East Main Street,Meriden,06450,203-630-4125,kscarpati@meridenct.gov,Mark Benigni,22 Liberty Street,Meriden,06450,203-630-4171,mark.benigni@meridenk12.org
,,X,,,MIDDLETOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright and Early Children's Learning Centers I,861 Middle Street,Middletown,06457,15020,373818,8/1/2020,836,0830241,,,,Kaitlynn Amadio,860-635-0544,kaitlynn@brightandearly.com,,,,,,,Dawn Dubay,311 Hunting Hill Avenue,Middletown,06457,860-346-7354,dubayd@mpsct.org,,,,,Rohan Manning,rohan.manning@middletownct.gov,"Ben Florsheim, Mayor",860-638-4801,mayor@cityofmiddletown.com,"Michael T. Conner, Superintendent",860-638-1401,connerm@mpsct.org,Monica Belyea,186 College Street,Middletown,06457,860-833-2365,monica.belyea@midhosp.org,,,,,,
,,X,,,MIDDLETOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,Middletown BOE at Snow,299 Wadsworth Street,Middletown,06457,Exempt,282498,2/1/2023,1832,0831111,,,,Dawn Abrahamson,860-346-2579,abrahamsond@mpsct.org,,,,,,,Dawn Dubay,311 Hunting Hill Avenue,Middletown,06457,860-346-7354,dubayd@mpsct.org,,,,,Rohan Manning,rohan.manning@middletownct.gov,"Ben Florsheim, Mayor",860-638-4801,mayor@cityofmiddletown.com,"Michael T. Conner, Superintendent",860-638-1401,connerm@mpsct.org,Monica Belyea,186 College Street,Middletown,06457,860-833-2365,monica.belyea@midhosp.org,,,,,,
,,X,,,MIDDLETOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,Phelps Ingersoll Center for Children (YMCA),99 Union Street,Middletown,06457,15442,464880,5/1/2020,1644,0830741,,,,Amber Creighton Pandey,860-343-6227,apandey@midymca.org,,,,,,,Dawn Dubay,311 Hunting Hill Avenue,Middletown,06457,860-346-7354,dubayd@mpsct.org,,,,,Rohan Manning,rohan.manning@middletownct.gov,"Ben Florsheim, Mayor",860-638-4801,mayor@cityofmiddletown.com,"Michael T. Conner, Superintendent",860-638-1401,connerm@mpsct.org,Monica Belyea,186 College Street,Middletown,06457,860-833-2365,monica.belyea@midhosp.org,,,,,,
,,X,,,MIDDLETOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,Phelps Ingersoll Ctr for Children at MacDonough,66 Spring Street,Middletown,06457,70119,464880,5/1/2020,7058,0830941,,,,Amber Creighton Pandey,860-343-6227,apandey@midymca.org,,,,,,,Dawn Dubay,311 Hunting Hill Avenue,Middletown,06457,860-346-7354,dubayd@mpsct.org,,,,,Rohan Manning,rohan.manning@middletownct.gov,"Ben Florsheim, Mayor",860-638-4801,mayor@cityofmiddletown.com,"Michael T. Conner, Superintendent",860-638-1401,connerm@mpsct.org,Monica Belyea,186 College Street,Middletown,06457,860-833-2365,monica.belyea@midhosp.org,,,,,,
,,X,,,MIDDLETOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,South Farms Nursery School,261 Ridge Road,Middletown,06457,15773,490635,6/1/2024,838,0830841,,,,Annette Dimauro,860-623-8247,southfarmsnurseryschool@gmail.com,,,,,,,Dawn Dubay,311 Hunting Hill Avenue,Middletown,06457,860-346-7354,dubayd@mpsct.org,,,,,Rohan Manning,rohan.manning@middletownct.gov,"Ben Florsheim, Mayor",860-638-4801,mayor@cityofmiddletown.com,"Michael T. Conner, Superintendent",860-638-1401,connerm@mpsct.org,Monica Belyea,186 College Street,Middletown,06457,860-833-2365,monica.belyea@midhosp.org,,,,,,
,,X,,,MIDDLETOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,Town and Country Early Learning Centers,195 S. Main Street,Middletown,06457,16365,724869,2/1/2025,1678,0830641,,,,Judi Kenney,860-347-1400,judi@townandcountryelc.com,,,,,,,Dawn Dubay,311 Hunting Hill Avenue,Middletown,06457,860-346-7354,dubayd@mpsct.org,,,,,Rohan Manning,rohan.manning@middletownct.gov,"Ben Florsheim, Mayor",860-638-4801,mayor@cityofmiddletown.com,"Michael T. Conner, Superintendent",860-638-1401,connerm@mpsct.org,Monica Belyea,186 College Street,Middletown,06457,860-833-2365,monica.belyea@midhosp.org,,,,,,
X,,,,,MILFORD,Bill Okwuosa,170 Old Point Road,Milford,06460,203-878-8232,bill@goodchilddevelopmentcenter.com,,,,,,,,,,,,,,,,,,,,,Good Child Development Center,170 Old Point Road,Milford,06460,16530,297142,8/1/2020,874,0840441,Bill Okwuosa,203-874-8232,bill@goodchilddevelopmentcenter.com,,,,,,,,,,,,,,,,James Umelo,umelo@comcast.net,Benjamin G. Blake,mayor@ci.milford.ct.us,,,,,,,,,,,,,,,,,,,,
,X,,,,MILFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Milford BOE at Live Oaks Elementary School,575 Merwin Avenue,Milford,06460,Exempt,290819,12/1/2022,7476,0841611,,,,Peggy Kelly,203-783-3627,pkelly@milforded.org,,,,,,,Lesley Darling,150 Gulf Street,Milford,06460,203-783-3285,ldarling@milfordct.gov,,,,,James Richetelli,jrichetelli@milforded.org,"Benjamin Blake, Mayor",203-783-3201,bblake@ci.milford.ct.us,"Anna Cutaia, Superintendent",203-783-3433,acutaia@milforded.org,Sheri Flanagan,260 Orange Avenue,Milford,06460,203-783-3647,sflanagan@milforded.org,,,Milford,06460,,
,X,,,,MILFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Milford BOE at Orange Avenue School,260 Orange Avenue,Milford,06461,Exempt,290819,12/1/2022,1805,0840811,,,,Peggy Kelly,203-783-3627,pkelly@milforded.org,,,,,,,Lesley Darling,150 Gulf Street,Milford,06460,203-783-2085,ldarling@milfordct.gov,,,,,James Richetelli,jrichetelli@milforded.org,"Benjamin Blake, Mayor",203-783-3201,bblake@ci.milford.ct.us,"Anna Cutaia, Superintendent",203-783-3433,acutaia@milforded.org,Sheri Flanagan,260 Orange Avenue,Milford,06460,203-783-3647,sflanagan@milforded.org,,,Milford,06460,,
,X,,,,MILFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Milford BOE at Pumpkin Delight,24 Art Street,Milford,06460,Exempt,290819,12/1/2022,7726,0841011,,,,Peggy Kelly,203-783-3627,pkelly@milforded.org,,,,,,,Lesley Darling,150 Gulf Street,Milford,06460,203-783-2085,ldarling@milfordct.gov,,,,,James Richetelli,jrichetelli@milforded.org,"Benjamin Blake, Mayor",203-783-3201,bblake@ci.milford.ct.us,"Anna Cutaia, Superintendent",203-783-3433,acutaia@milforded.org,Sheri Flanagan,260 Orange Avenue,Milford,06460,203-783-3647,sflanagan@milforded.org,,,Milford,06460,,
,X,,,X,NAUGATUCK,,,,,,,,,,,,,"TEAM, Inc.",30 Elizabeth Street,Derby,06418,Jamie Peterson,203-516-6838,jpeterson@teaminc.org,Naugatuck Board of Education,28 Central Avenue,Naugatuck,06770,Meg Rollla ,203-720-5224,meagan.rolla@naugatuck.k12.ct.us,Naugatuck BOE at Early Childhood Center at Central Avenue,28 Central Avenue,Naugatuck,06770,Exempt,511879,10/1/2022,1632,0888211,,,,Meagan Rolla,203-720-5224,Meagan.rolla@Naugatuck.k12.ct.us,,,,Megan Rolla,203-729-5224,meagan.rolla@naugatuck.k12.ct.us,Jill Mahoney,98 Olive Street,Naugatuck,06770,617-416-6661,jill.mahoney@naugatuck.k12.ct.us,,,,,Bernice Rizk,Bernice.rizk@naugatuck.k12.ct.us,"N. Warren ""Pete"" Hess",203-720-7000,nwhess@naugatuck-ct.gov,Chris Montini,203-720-5265,Christopher.montini@naugatuck.k12.ct.us,Kathy Gallagher,13 Scott Street,Naugatuck,06770,203-720-5673,kgallagher@naugatuckyouthservices.org,Ellen Aronheim,497 Rubber Avenue,Naugatuck,06770,203-720-5265,ellen.aronheim@naugatuck.k12.ct.us
X,,,,,NAUGATUCK,"Allyson Bruce, Borough of Naugatuck",229 Church Street,Naugatuck,06770,203-720-7027,Abruce@naugatuck-ct.gov,,,,,,,,,,,,,,,,,,,,,"Naugatuck Day Care, Inc.",27 Carroll Street,Naugatuck,06770,15531,515868,9/1/2023,1385,0880141,Kathleen LaBonte,203-720-7210,naugatuckdaycare@outlook.com,,,,,,,,,,,,,,,,Kathleen LaBonte,naugatuckdaycare@outlook.com,Eileen Cornacchia,ecornacchia@naugatuck-ct.gov,,,,,,,,,,,,,,,,,,,,
,X,,,,NAUGATUCK,,,,,,,,,,,,,,,,,,,,,,,,,,,Naugatuck YMCA Preschool & Early Learning Center,284 Church Street,Naugatuck,06770,12283,728583,4/1/2023,2192,0880241,,,,Ruth Paul,203-729-9622,rpaul@naugatuckymca.org,,,,,,,Jill Mahoney,98 Olive Street,Naugatuck,06770,617-416-6661,jill.mahoney@naugatuck.k12.ct.us,,,,,Bernice Rizk,Bernice.rizk@naugatuck.k12.ct.us,"N. Warren ""Pete"" Hess",203-720-7000,nwhess@naugatuck-ct.gov,Chris Montini,203-720-5265,Christopher.montini@naugatuck.k12.ct.us,Kathy Gallagher,13 Scott Street,Naugatuck,06770,203-525-7876,kgallagher@naugatuckyouthservices.org,Ellen Aronheim,497 Rubber Avenue,Naugatuck,06770,203-720-5265,ellen.aronheim@naugatuck.k12.ct.us
,,X,,,NEW BRITAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,Early Learning Program-CCSU,1285 East Street,New Britain,06053,15852,724930,10/1/2024,1859,0891441,,,,Talhaht Mannan,860-827-7018,tmannan.elp@gmail.com,,,,,,,Christopher Badenhop,272 Main Street,New Britain,06010,860-827-2242,badenhop@csdnb.org,,,,,Kevin Kane,kanek@csdnb.org,"Erin Stewart, Mayor",860-826-3300,mayor@newbritainct.gov,Nancy Sarra,860-827-2204,sarra@csdnb.org,Justin Dorsey,27 West Main Street,New Britain,06051,860-826-3304,jdorsey@newbritainct.gov,Amy Anderson,272 Main Street,New Britain,06051,860-827-2267,andersoa@csdnb.org
X,,X,,X,NEW BRITAIN,Amy Griswold,180 Clinton Street,New Britain,06053,860-348-2205,agriswold@hranbct.org,,,,,,,"Human Resources Agency of New Britain, Inc.",180 Clinton Street,New Britain,06053,James Frohn,860-225-8601,jfrohn@hranbct.org,,,,,,,,HRA of NBB Franklin Early Childcare Lng Admy,180 Clinton Street,New Britain,06053,15645,453056,6/1/2022,419,0891641,Amy Griswold,860-348-2275,agriswold@hranbct.org,Amy Griswold,860-348-2205,agriswold@hranbct.org,,,,Amy Griswold,860-348-2234,agriswold@hranbct.org,Christopher Badenhop,272 Main Street,New Britain,06010,860-827-2242,badenhop@csdnb.org,Nathanael Cintolo,ncintolo@hranbct.org,James Frohn,Jfrohn@hranbct.org,Kevin Kane,kanek@csdnb.org,"Erin Stewart, Mayor",860-826-3300,mayor@newbritainct.gov,Nancy Sarra,860-827-2204,sarra@csdnb.org,Justin Dorsey,27 West Main Street,New Britain,06051,860-826-3304,jdorsey@newbritainct.gov,Amy Anderson,272 Main Street,New Britain,06051,860-827-2267,andersoa@csdnb.org
,,,,X,NEW BRITAIN,,,,,,,,,,,,,"Human Resources Agency of New Britain, Inc.",180 Clinton Street,New Britain,06053,James Frohn,860-225-8601,jfrohn@hranbct.org,,,,,,,,Marian Heights Early Learning Academy,314 Osgood Street,New Britain,06053,70029,Head Start,,1793,0891541,,,,,,,,,,Amy Griswold,860-348-2234,agriswold@hranbct.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NEW BRITAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,New Britain BOE at DiLoreto School,732 Slater Road,New Britain,06053,Exempt,724028,7/1/2024,1738,0891111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X,,,NEW BRITAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,New Britain BOE at Gaffney School,322 Slater Road,New Britain,06053,Exempt,455527,8/1/2023,1740,0890511,,,,Terry Turcotte,860-827-2017,turcotte@csdnb.org,,,,,,,Christopher Badenhop,272 Main Street,New Britain,06010,860-827-2242,badenhop@csdnb.org,,,,,Kevin Kane,kanek@csdnb.org,"Erin Stewart, Mayor",860-826-3300,mayor@newbritainct.gov,Nancy Sarra,860-827-2204,sarra@csdnb.org,Justin Dorsey,27 West Main Street,New Britain,06051,860-826-3304,jdorsey@newbritainct.gov,Amy Anderson,272 Main Street,New Britain,06051,860-827-2267,andersoa@csdnb.org
,,,,,NEW BRITAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,New Britain BOE at Lincoln Preschool,145 Steele Street,New Britain,06052,Exempt,722580,8/1/2021,1638,0890811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X,,,NEW BRITAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,New Britain BOE at Roosevelt Preschool,40 Goodwin Street,New Britain,06051,Exempt,455527,8/1/2023,7477,0890111,,,,Terry Turcotte,860-827-2017,turcotte@csdnb.org,,,,,,,Christopher Badenhop,272 Main Street,New Britain,06010,860-827-2242,badenhop@csdnb.org,,,,,Kevin Kane,kanek@csdnb.org,"Erin Stewart, Mayor",860-826-3300,mayor@newbritainct.gov,Nancy Sarra,860-827-2204,sarra@csdnb.org,Justin Dorsey,27 West Main Street,New Britain,06051,860-826-3304,jdorsey@newbritainct.gov,Amy Anderson,272 Main Street,New Britain,06051,860-827-2267,andersoa@csdnb.org
,,X,,,NEW BRITAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,New Britain YMCA - Preschool,50 High Street,New Britain,06051,70356,NEW,Accredited by date 6/1/2020,8084,0891941,,,,Julie O'Grady ,860-828-6559 ,jogrady@nbbymca.org ,,,,,,,Christopher Badenhop,272 Main Street,New Britain,06010,860-827-2242,badenhop@csdnb.org,,,,,Kevin Kane,kanek@csdnb.org,"Erin Stewart, Mayor",860-826-3300,mayor@newbritainct.gov,Nancy Sarra,860-827-2204,sarra@csdnb.org,Justin Dorsey,27 West Main Street,New Britain,06051,860-826-3304,jdorsey@newbritainct.gov,Amy Anderson,272 Main Street,New Britain,06051,860-827-2267,andersoa@csdnb.org
,,X,,,NEW BRITAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,YMCA Little Scholars,2150 Corbin Avenue,New Britain,06053,70509,NEW,Accredited by date 9/1/2022,8738,,,,,Allyson Miller  ,860-612-6314 ,amiller@nbymca.org ,,,,,,,Christopher Badenhop,272 Main Street,New Britain,06010,860-827-2242,badenhop@csdnb.org,,,,,Kevin Kane,kanek@csdnb.org,"Erin Stewart, Mayor",860-826-3300,mayor@newbritainct.gov,Nancy Sarra,860-827-2204,sarra@csdnb.org,Justin Dorsey,27 West Main Street,New Britain,06051,860-826-3304,jdorsey@newbritainct.gov,Amy Anderson,272 Main Street,New Britain,06051,860-827-2267,andersoa@csdnb.org
,,X,,,NEW BRITAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,YWCA of New Britain Child Care Center,19 Franklin Square,New Britain,06051,13507,287340,6/1/2022,1377,0891241,,,,Anne Sousa,860-225-4681 x287,asousa@ymcanewbritain.org,,,,,,,Christopher Badenhop,272 Main Street,New Britain,06010,860-827-2242,badenhop@csdnb.org,,,,,Kevin Kane,kanek@csdnb.org,"Erin Stewart, Mayor",860-826-3300,mayor@newbritainct.gov,Nancy Sarra,860-827-2204,sarra@csdnb.org,Justin Dorsey,27 West Main Street,New Britain,06051,860-826-3304,jdorsey@newbritainct.gov,Amy Anderson,272 Main Street,New Britain,06051,860-827-2267,andersoa@csdnb.org
X,,,,,NEW CANAAN,"Kevin Moynihan, Town of New Canaan",77 Main Street,New Canaan,06840,203-594-3000,kevin.moynihan@newcanaanct.gov,,,,,,,,,,,,,,,,,,,,,Day Care Center of New Canaan,156 South Avenue,New Canaan,06840,14066,528124,10/1/2023,2,0900141,Barbara Crolla,203-966-9247,crbbdg@aol.com,,,,,,,,,,,,,,,,Susan Powers,sue0317@aol.com,Kevin Moynihan,kevin.moynihan@newcanaanct.gov,,,,,,,,,,,,,,,,,,,,
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Auntie Rose Child Care Development Center,126 Grand Avenue,New Haven,06513,70456,NEW,Accredited by date 7/1/2022,8553,,,,,Rosa Bermudez,203-606-4413,AuntieRoseCCDC@hotmail.com,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,,,,,,,,,,,,
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvin Hill Day Care Ctr-KLF Kindergarten,150 Highland Street,New Haven,06511,12194,275335,4/1/2024,888,0930141,,,,Susan Taddei,203-764-9350,susan@calvinhilldaycare.org,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholic Academy of New Haven-St. Aedan Pre School,351 McKinley Avenue,New Haven,06515,Exempt,725772,2/1/2022,1698,0930421,,,,James Accabo,203-387-5693,drashsp@yahoo.com,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholic Charities Child Development Center-New Haven,790 Grand Avenue,New Haven,06513,16763,582196,4/1/2020,2047,0933241,,,,Maria Franco,203-772-1131,Mfranco@ccaoh.org,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Centro San Jose Child Development Center (Catholic Charities),290 Grand Avenue,New Haven,06513,15510,582196,4/1/2025,1623,0930241,,,,Maria Franco,203-772-1131,Mfranco@ccaoh.org,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Creating Kids at the CT Children's Museum,22 Wall Street,New Haven,06511,13946,291131,10/1/2023,1839,0930341,,,,Sandra Malmquist,203-562-5437,creatingkids@snet.net,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Creative M.E.,410 Blake Street,New Haven,06515,70147,NEW,Accredited by date 7/1/2021,1502,0930141,,,,Mechelle Ellis,475-227-3569,creativemellc@yahoo.com,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Edith B. Jackson Child Care Program,405 Canner Street #1,New Haven,06511,13060,284492,1/1/2024,975,0930541,,,,Amy Angelo,203-764-9350,amy@ebjchildcare.org,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
X,,,,,NEW HAVEN,"Robin Moore Evans, Student Parenting & Family Services",181 Mitchell Drive,New Haven,06511,475-220-7455,rmooreevans@parentingstudents.org,,,,,,,,,,,,,,,,,,,,,Elizabeth Celotto Child Care Center,181 Mitchell Drive,New Haven,06511,14338,436621,8/1/2022,1077,0933541,Robin Moore Evans,475-220-7455,rmooreevans@parentingstudents.org,,,,,,,,,,,,,,,,Robin Moore-Evans,rmooreevans@parentingstudents.org,Lori Nordstrom,lorinordstrom@msn.com,,,,,,,,,,,,,,,,,,,,
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Farnam Nursery School,162 Fillmore Street,New Haven,06513,13387,416150,10/1/2022,887,0930641,,,,TBD-Seeking new director,203-562-9194,,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
X,,X,,,NEW HAVEN,"Denise Duclos, City of New Haven",54 Meadow Street,New Haven,06519,475-220-1470,denised@nhboe.net,,,,,,,,,,,,,,,,,,,,,Friends Center for Children,227 East Grand Avenue,New Haven,06513,16847,726221,6/1/2023,3216,0933641,Allyx Schiavone,203-468-1966,allyx.schiavone@gmail.com,Allyx Schiavone,203-468-1966,allyx.s@friendscenterforchildren.org,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,Paul Lepri,paul.lepri@new-haven.k12.ct.us,Ronja Goldson,ronja.goldson@new-haven.k12.ct.us,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
,,X,,,NEW HAVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,Gateway Community College Early Learning Center,20 Church Street,New Haven,06510,12735,88326,2/1/2022,1492,0930441,,,,Sarah Chambers,203-285-2132,Schambers@gwcc.commnet.edu,,,,,,,Denise Duclos,"54 Meadow Street, 3rd Floor",New Haven,06519,475-220-1470,DeniseD@nhboe.net,,,,,Linda Hannans,Linda.Hannans@nhboe.net,"Justin Elicker, Mayor",203-946-8200,Agarcia@newhavenct.gov,"Ilene Tracy, Interim Superintendent",475-220-1000,ilene.tracy@nhboe.net,Dr. Boise Kimber,605 Dixwell Avenue,New Haven,06511,203-996-8347,drbkimber@gmail.com,Sherri Killins Stewart,529 Yale Avenue,New Haven,06515,203-645-4869,srkil@sbcglobal.net
